window_size,base_type,start_layer,metric,accuracy
2,go,21,go,0.4415584415584415
2,go,22,go,0.448051948051948
2,go,23,go,0.435064935064935
2,go,2,go,0.448051948051948
2,go,24,go,0.4415584415584415
2,go,25,go,0.4285714285714285
2,go,26,go,0.448051948051948
2,go,27,go,0.448051948051948
2,go,28,go,0.435064935064935
2,go,29,go,0.4415584415584415
2,go,30,go,0.435064935064935
2,go,3,go,0.4545454545454545
2,go,4,go,0.4415584415584415
2,go,5,go,0.4415584415584415
2,go,6,go,0.4285714285714285
2,go,7,go,0.4545454545454545
2,go,8,go,0.4675324675324675
2,go,9,go,0.4415584415584415
3,go,0,go,0.461038961038961
3,go,10,go,0.4285714285714285
3,go,11,go,0.4415584415584415
3,go,12,go,0.4285714285714285
3,go,13,go,0.4285714285714285
3,go,1,go,0.435064935064935
3,go,14,go,0.448051948051948
3,go,15,go,0.4285714285714285
3,go,16,go,0.4285714285714285
3,go,17,go,0.4415584415584415
3,go,18,go,0.435064935064935
3,go,19,go,0.4415584415584415
3,go,20,go,0.448051948051948
3,go,21,go,0.4415584415584415
3,go,22,go,0.435064935064935
3,go,23,go,0.4415584415584415
3,go,24,go,0.4415584415584415
3,go,2,go,0.435064935064935
3,go,25,go,0.448051948051948
3,go,26,go,0.448051948051948
3,go,27,go,0.4415584415584415
3,go,28,go,0.448051948051948
3,go,29,go,0.435064935064935
3,go,3,go,0.4545454545454545
3,go,4,go,0.461038961038961
3,go,5,go,0.4545454545454545
3,go,6,go,0.461038961038961
3,go,7,go,0.461038961038961
3,go,8,go,0.4545454545454545
3,go,9,go,0.448051948051948
4,go,0,go,0.4090909090909091
4,go,10,go,0.4415584415584415
4,go,11,go,0.435064935064935
4,go,12,go,0.435064935064935
4,go,13,go,0.4285714285714285
4,go,14,go,0.4415584415584415
4,go,1,go,0.448051948051948
4,go,15,go,0.435064935064935
4,go,16,go,0.4285714285714285
4,go,17,go,0.4415584415584415
4,go,18,go,0.4415584415584415
4,go,19,go,0.448051948051948
4,go,20,go,0.4545454545454545
4,go,21,go,0.4545454545454545
4,go,22,go,0.4415584415584415
4,go,23,go,0.4285714285714285
4,go,24,go,0.4285714285714285
4,go,25,go,0.448051948051948
4,go,2,go,0.448051948051948
4,go,26,go,0.4415584415584415
4,go,27,go,0.435064935064935
4,go,28,go,0.4415584415584415
4,go,3,go,0.4545454545454545
4,go,4,go,0.4545454545454545
4,go,5,go,0.4545454545454545
4,go,6,go,0.448051948051948
4,go,7,go,0.448051948051948
4,go,8,go,0.4415584415584415
4,go,9,go,0.435064935064935
5,go,0,go,0.4415584415584415
5,go,10,go,0.4285714285714285
5,go,11,go,0.4285714285714285
5,go,12,go,0.4285714285714285
5,go,13,go,0.435064935064935
5,go,14,go,0.461038961038961
5,go,15,go,0.435064935064935
5,go,1,go,0.4415584415584415
5,go,16,go,0.4415584415584415
5,go,17,go,0.4415584415584415
5,go,18,go,0.4415584415584415
5,go,19,go,0.4415584415584415
5,go,20,go,0.435064935064935
5,go,21,go,0.448051948051948
5,go,22,go,0.4415584415584415
5,go,23,go,0.4285714285714285
5,go,24,go,0.435064935064935
5,go,25,go,0.435064935064935
5,go,26,go,0.4415584415584415
5,go,2,go,0.461038961038961
5,go,27,go,0.422077922077922
5,go,3,go,0.4545454545454545
5,go,4,go,0.4675324675324675
5,go,5,go,0.4415584415584415
5,go,6,go,0.435064935064935
5,go,7,go,0.448051948051948
5,go,8,go,0.4415584415584415
5,go,9,go,0.435064935064935
