window_size,base_type,start_layer,metric,accuracy
3,math,2,humaneval,0.5121951219512195
3,math,3,humaneval,0.5
3,math,4,humaneval,0.5304878048780488
3,math,5,humaneval,0.5121951219512195
3,math,6,humaneval,0.47560975609756095
3,math,7,humaneval,0.4634146341463415
3,math,8,humaneval,0.5060975609756098
3,math,9,humaneval,0.4573170731707317
3,math,10,humaneval,0.5
3,math,11,humaneval,0.4634146341463415
3,math,12,humaneval,0.47560975609756095
3,math,13,humaneval,0.5060975609756098
3,math,14,humaneval,0.5
3,math,15,humaneval,0.4878048780487805
3,math,16,humaneval,0.4878048780487805
3,math,17,humaneval,0.524390243902439
3,math,18,humaneval,0.4817073170731707
3,math,19,humaneval,0.5182926829268293
3,math,20,humaneval,0.4695121951219512
3,math,21,humaneval,0.5
3,math,22,humaneval,0.5182926829268293
3,math,23,humaneval,0.4817073170731707
3,math,24,humaneval,0.5304878048780488
3,math,25,humaneval,0.5060975609756098
3,math,26,humaneval,0.47560975609756095
3,math,27,humaneval,0.5
4,code,0,gsm8k,0.4890068233510235
4,code,1,gsm8k,0.4655041698256255
4,code,2,gsm8k,0.4836997725549659
4,code,3,gsm8k,0.48673237300985595
4,code,4,gsm8k,0.46626231993934797
4,code,5,gsm8k,0.4518574677786202
4,code,6,gsm8k,0.43290371493555724
4,code,7,gsm8k,0.3858984078847612
4,code,8,gsm8k,0.3434420015163002
4,code,9,gsm8k,0.3457164518574678
4,code,10,gsm8k,0.37452615617892343
4,code,11,gsm8k,0.2971948445792267
4,code,12,gsm8k,0.3434420015163002
4,code,13,gsm8k,0.32676269901440486
4,code,14,gsm8k,0.37680060652009095
4,code,15,gsm8k,0.422289613343442
4,code,16,gsm8k,0.4116755117513268
4,code,17,gsm8k,0.41546626231993933
4,code,18,gsm8k,0.4184988627748294
4,code,19,gsm8k,0.4359363153904473
4,code,20,gsm8k,0.4245640636846095
4,code,21,gsm8k,0.4488248673237301
4,code,22,gsm8k,0.4359363153904473
4,code,23,gsm8k,0.45261561789234267
4,code,24,gsm8k,0.47308567096285065
4,code,25,gsm8k,0.4533737680060652
4,code,26,gsm8k,0.33813495072024263
4,math,0,gsm8k,0.5200909780136467
4,math,1,gsm8k,0.5549658832448825
4,math,2,gsm8k,0.511751326762699
4,math,3,gsm8k,0.4541319181197877
4,math,4,gsm8k,0.4268385140257771
4,math,5,gsm8k,0.45716451857467777
4,math,6,gsm8k,0.47536012130401817
4,math,7,gsm8k,0.48142532221379836
4,math,8,gsm8k,0.5056861258529188
4,math,9,gsm8k,0.4890068233510235
4,math,10,gsm8k,0.5253980288097043
4,math,11,gsm8k,0.5238817285822593
4,math,12,gsm8k,0.4943138741470811
4,math,13,gsm8k,0.5223654283548143
4,math,14,gsm8k,0.4836997725549659
4,math,15,gsm8k,0.41698256254738436
4,math,16,gsm8k,0.4579226686884003
4,math,17,gsm8k,0.4943138741470811
4,math,18,gsm8k,0.489764973464746
4,math,19,gsm8k,0.5633055344958302
4,math,20,gsm8k,0.6209249431387415
4,math,21,gsm8k,0.5678544351781653
4,math,22,gsm8k,0.6057619408642911
4,math,23,gsm8k,0.5602729340409401
4,math,24,gsm8k,0.5367702805155421
4,math,25,gsm8k,0.5716451857467779
4,math,26,gsm8k,0.49507202426080366
4,code,0,humaneval,0.6524390243902439
4,code,1,humaneval,0.6402439024390244
4,code,2,humaneval,0.6585365853658537
4,code,3,humaneval,0.6402439024390244
4,code,4,humaneval,0.6097560975609756
4,code,5,humaneval,0.6097560975609756
4,code,6,humaneval,0.6341463414634146
4,code,7,humaneval,0.5853658536585366
4,code,8,humaneval,0.6158536585365854
4,code,9,humaneval,0.5853658536585366
4,code,10,humaneval,0.5975609756097561
4,code,11,humaneval,0.5548780487804879
4,code,12,humaneval,0.6402439024390244
4,code,13,humaneval,0.5548780487804879
4,code,14,humaneval,0.5426829268292683
4,code,15,humaneval,0.5365853658536586
4,code,16,humaneval,0.5365853658536586
4,code,17,humaneval,0.5426829268292683
4,code,18,humaneval,0.5975609756097561
4,code,19,humaneval,0.5670731707317073
4,code,20,humaneval,0.5792682926829268
4,code,21,humaneval,0.5792682926829268
4,code,22,humaneval,0.6097560975609756
4,code,23,humaneval,0.6219512195121951
4,code,24,humaneval,0.6463414634146342
4,code,25,humaneval,0.5975609756097561
4,code,26,humaneval,0.6158536585365854
4,math,0,humaneval,0.49390243902439024
4,math,1,humaneval,0.5121951219512195
4,math,2,humaneval,0.49390243902439024
4,math,3,humaneval,0.5
4,math,4,humaneval,0.5060975609756098
4,math,5,humaneval,0.5
4,math,6,humaneval,0.4695121951219512
4,math,7,humaneval,0.4878048780487805
4,math,8,humaneval,0.4634146341463415
4,math,9,humaneval,0.43902439024390244
4,math,10,humaneval,0.5060975609756098
4,math,11,humaneval,0.47560975609756095
4,math,12,humaneval,0.4817073170731707
4,math,13,humaneval,0.47560975609756095
4,math,14,humaneval,0.4634146341463415
4,math,15,humaneval,0.5
4,math,16,humaneval,0.524390243902439
4,math,17,humaneval,0.47560975609756095
4,math,18,humaneval,0.4878048780487805
4,math,19,humaneval,0.5060975609756098
4,math,20,humaneval,0.4695121951219512
4,math,21,humaneval,0.5
4,math,22,humaneval,0.49390243902439024
4,math,23,humaneval,0.49390243902439024
4,math,24,humaneval,0.5060975609756098
4,math,25,humaneval,0.4695121951219512
4,math,26,humaneval,0.5
5,code,0,gsm8k,0.4783927217589083
5,code,1,gsm8k,0.47536012130401817
5,code,2,gsm8k,0.48142532221379836
5,code,3,gsm8k,0.47384382107657314
5,code,4,gsm8k,0.4359363153904473
5,code,5,gsm8k,0.42608036391205456
5,code,6,gsm8k,0.45034116755117515
5,code,7,gsm8k,0.37604245640636846
5,code,8,gsm8k,0.34874905231235787
5,code,9,gsm8k,0.36239575435936316
5,code,10,gsm8k,0.3525398028809704
5,code,11,gsm8k,0.3237300985595148
5,code,12,gsm8k,0.3661865049279757
5,code,13,gsm8k,0.34723275208491283
5,code,14,gsm8k,0.3737680060652009
5,code,15,gsm8k,0.43442001516300227
5,code,16,gsm8k,0.38514025777103866
5,code,17,gsm8k,0.41698256254738436
5,code,18,gsm8k,0.4275966641394996
5,code,20,gsm8k,0.44124336618650495
5,code,21,gsm8k,0.45564821834723274
5,code,22,gsm8k,0.43442001516300227
5,code,23,gsm8k,0.43669446550416985
5,code,24,gsm8k,0.4700530705079606
5,code,25,gsm8k,0.34950720242608035
5,math,0,gsm8k,0.5526914329037149
5,math,1,gsm8k,0.5178165276724791
5,math,2,gsm8k,0.4890068233510235
5,math,3,gsm8k,0.46929492039423804
5,math,4,gsm8k,0.47687642153146326
5,math,5,gsm8k,0.4564063684609553
5,math,6,gsm8k,0.467778620166793
5,math,7,gsm8k,0.5072024260803639
5,math,8,gsm8k,0.4624715693707354
5,math,9,gsm8k,0.5617892342683851
5,math,10,gsm8k,0.5238817285822593
5,math,11,gsm8k,0.4920394238059136
5,math,12,gsm8k,0.488248673237301
5,math,13,gsm8k,0.513267626990144
5,math,14,gsm8k,0.45261561789234267
5,math,15,gsm8k,0.3889310083396513
5,math,16,gsm8k,0.5003790750568613
5,math,17,gsm8k,0.45261561789234267
5,math,18,gsm8k,0.513267626990144
5,math,19,gsm8k,0.5890826383623957
5,math,20,gsm8k,0.6050037907505686
5,math,21,gsm8k,0.5617892342683851
5,math,22,gsm8k,0.5928733889310084
5,math,23,gsm8k,0.5579984836997726
5,math,24,gsm8k,0.5519332827899924
5,math,25,gsm8k,0.4935557240333586
5,code,0,humaneval,0.6402439024390244
5,code,1,humaneval,0.676829268292683
5,code,2,humaneval,0.6097560975609756
5,code,3,humaneval,0.6341463414634146
5,code,4,humaneval,0.6158536585365854
5,code,5,humaneval,0.6158536585365854
5,code,6,humaneval,0.5975609756097561
5,code,7,humaneval,0.6524390243902439
5,code,8,humaneval,0.573170731707317
5,code,9,humaneval,0.5670731707317073
5,code,10,humaneval,0.6097560975609756
5,code,11,humaneval,0.5792682926829268
5,code,12,humaneval,0.5670731707317073
5,code,13,humaneval,0.524390243902439
5,code,14,humaneval,0.5853658536585366
5,code,15,humaneval,0.5853658536585366
5,code,16,humaneval,0.5609756097560976
5,code,17,humaneval,0.5548780487804879
5,code,18,humaneval,0.5853658536585366
5,code,20,humaneval,0.5548780487804879
5,code,21,humaneval,0.6036585365853658
5,code,22,humaneval,0.6524390243902439
5,code,23,humaneval,0.6097560975609756
5,code,24,humaneval,0.6158536585365854
5,code,25,humaneval,0.6341463414634146
5,math,0,humaneval,0.5121951219512195
5,math,1,humaneval,0.5121951219512195
5,math,2,humaneval,0.5060975609756098
5,math,3,humaneval,0.4634146341463415
5,math,4,humaneval,0.4878048780487805
5,math,5,humaneval,0.4817073170731707
5,math,6,humaneval,0.5060975609756098
5,math,7,humaneval,0.45121951219512196
5,math,8,humaneval,0.4817073170731707
5,math,9,humaneval,0.4817073170731707
5,math,10,humaneval,0.47560975609756095
5,math,11,humaneval,0.49390243902439024
5,math,12,humaneval,0.4817073170731707
5,math,13,humaneval,0.4878048780487805
5,math,14,humaneval,0.47560975609756095
5,math,15,humaneval,0.5060975609756098
5,math,16,humaneval,0.49390243902439024
5,math,17,humaneval,0.5121951219512195
5,math,18,humaneval,0.5060975609756098
5,math,19,humaneval,0.5182926829268293
5,math,20,humaneval,0.49390243902439024
5,math,21,humaneval,0.5
5,math,22,humaneval,0.524390243902439
5,math,23,humaneval,0.49390243902439024
5,math,24,humaneval,0.5
5,math,25,humaneval,0.47560975609756095
1,code,0,gsm8k,0.4836997725549659
1,code,0,humaneval,0.6524390243902439
1,code,1,gsm8k,0.4806671721000758
1,code,1,humaneval,0.6829268292682927
1,code,2,gsm8k,0.46853677028051555
1,code,2,humaneval,0.6341463414634146
1,code,3,gsm8k,0.4723275208491281
1,code,3,humaneval,0.6219512195121951
1,code,4,gsm8k,0.4783927217589083
1,code,4,humaneval,0.6646341463414634
1,code,5,gsm8k,0.47081122062168307
1,code,5,humaneval,0.6402439024390244
1,code,6,gsm8k,0.46626231993934797
1,code,6,humaneval,0.6280487804878049
1,code,7,gsm8k,0.46474601971190294
1,code,7,humaneval,0.6402439024390244
1,code,8,gsm8k,0.42608036391205456
1,code,8,humaneval,0.6890243902439024
1,code,9,gsm8k,0.3866565579984837
1,code,9,humaneval,0.6646341463414634
1,code,10,gsm8k,0.44655041698256254
1,code,10,humaneval,0.6036585365853658
1,code,11,gsm8k,0.4116755117513268
1,code,11,humaneval,0.6341463414634146
1,code,12,gsm8k,0.39423805913570886
1,code,12,humaneval,0.6036585365853658
1,code,13,gsm8k,0.36997725549658833
1,code,13,humaneval,0.6219512195121951
1,code,14,gsm8k,0.3843821076573162
1,code,14,humaneval,0.6158536585365854
1,code,15,gsm8k,0.43290371493555724
1,code,15,humaneval,0.6341463414634146
1,code,16,gsm8k,0.4275966641394996
1,code,16,humaneval,0.6341463414634146
1,code,17,gsm8k,0.45489006823351025
1,code,17,humaneval,0.5792682926829268
1,code,18,gsm8k,0.4336618650492798
1,code,18,humaneval,0.6036585365853658
1,code,19,gsm8k,0.45943896891584535
1,code,19,humaneval,0.6158536585365854
1,code,20,gsm8k,0.4609552691432904
1,code,20,humaneval,0.6585365853658537
1,code,21,gsm8k,0.4655041698256255
1,code,21,humaneval,0.6219512195121951
1,code,22,gsm8k,0.4783927217589083
1,code,22,humaneval,0.6280487804878049
1,code,23,gsm8k,0.44124336618650495
1,code,23,humaneval,0.6524390243902439
1,code,24,gsm8k,0.48597422289613346
1,code,24,humaneval,0.6341463414634146
1,code,25,gsm8k,0.4723275208491281
1,code,25,humaneval,0.6158536585365854
1,code,26,gsm8k,0.4624715693707354
1,code,26,humaneval,0.6890243902439024
1,code,27,gsm8k,0.4761182714177407
1,code,27,humaneval,0.6707317073170732
1,code,28,gsm8k,0.48597422289613346
1,code,28,humaneval,0.6219512195121951
1,code,29,gsm8k,0.0
1,code,29,humaneval,0.012195121951219513
1,math,0,gsm8k,0.5299469294920395
1,math,0,humaneval,0.5
1,math,1,gsm8k,0.5238817285822593
1,math,1,humaneval,0.5182926829268293
1,math,2,gsm8k,0.5367702805155421
1,math,2,humaneval,0.5
1,math,3,gsm8k,0.5921152388172858
1,math,3,humaneval,0.5121951219512195
1,math,4,gsm8k,0.5435936315390447
1,math,4,humaneval,0.49390243902439024
1,math,5,gsm8k,0.45564821834723274
1,math,5,humaneval,0.524390243902439
1,math,6,gsm8k,0.47384382107657314
1,math,6,humaneval,0.524390243902439
1,math,7,gsm8k,0.5458680818802123
1,math,7,humaneval,0.4695121951219512
1,math,8,gsm8k,0.513267626990144
1,math,8,humaneval,0.4878048780487805
1,math,9,gsm8k,0.5420773313115997
1,math,9,humaneval,0.5060975609756098
1,math,10,gsm8k,0.48142532221379836
1,math,10,humaneval,0.5365853658536586
1,math,11,gsm8k,0.5549658832448825
1,math,11,humaneval,0.49390243902439024
1,math,12,gsm8k,0.5291887793783169
1,math,12,humaneval,0.4695121951219512
1,math,13,gsm8k,0.576194086429113
1,math,13,humaneval,0.4634146341463415
1,math,14,gsm8k,0.5678544351781653
1,math,14,humaneval,0.49390243902439024
1,math,15,gsm8k,0.5003790750568613
1,math,15,humaneval,0.5
1,math,16,gsm8k,0.5754359363153905
1,math,16,humaneval,0.4878048780487805
1,math,17,gsm8k,0.5595147839272175
1,math,17,humaneval,0.4695121951219512
1,math,18,gsm8k,0.488248673237301
1,math,18,humaneval,0.5060975609756098
1,math,19,gsm8k,0.5549658832448825
1,math,19,humaneval,0.4878048780487805
1,math,20,gsm8k,0.6125852918877938
1,math,20,humaneval,0.5060975609756098
1,math,21,gsm8k,0.5276724791508719
1,math,21,humaneval,0.4878048780487805
1,math,22,gsm8k,0.6019711902956786
1,math,22,humaneval,0.49390243902439024
1,math,23,gsm8k,0.5943896891584534
1,math,23,humaneval,0.5182926829268293
1,math,24,gsm8k,0.5428354814253222
1,math,24,humaneval,0.4817073170731707
1,math,25,gsm8k,0.530705079605762
1,math,25,humaneval,0.49390243902439024
1,math,26,gsm8k,0.5678544351781653
1,math,26,humaneval,0.4878048780487805
1,math,27,gsm8k,0.5708870356330553
1,math,27,humaneval,0.49390243902439024
1,math,28,gsm8k,0.5890826383623957
1,math,28,humaneval,0.4878048780487805
1,math,29,gsm8k,0.5041698256254739
1,math,29,humaneval,0.4573170731707317
